PBS	Lo	Med	Hi	AveExpr	F	P.Value	adj.P.Val
Rps23	8.78805559239583	8.49625241457416	8.54557807183944	8.42878787793847	8.56466848918697	14098.0062286514	1.49665915235442e-25	1.34464032089283e-23
Lrig2	5.97938994747117	6.10408233499208	6.14986134140722	6.09562943652902	6.08224076509987	14081.5381494656	1.50922934610762e-25	1.34464032089283e-23
Uqcrc2	6.42215050546648	6.26315751954326	6.29609592168038	6.24190343445722	6.30582684528684	14067.4726218292	1.52006099189666e-25	1.34464032089283e-23
Birc6	8.38483412464397	8.62238830233639	8.59463136204691	8.5387195651243	8.53514333853789	14060.7358381854	1.52528024617927e-25	1.34464032089283e-23
Chd9	7.28923215646311	7.59279777589088	7.60526259703268	7.45985165022604	7.48678604490318	14058.9295028759	1.52668315633546e-25	1.34464032089283e-23
Dync1h1	9.44622484436189	9.18059342805523	9.26182167122855	9.32508854333226	9.30343212174448	14056.0758631288	1.52890246485856e-25	1.34464032089283e-23
Atp6v1c1	6.157695095352	6.19202741214741	6.17537901058735	6.07472916051644	6.1499576696508	14055.5613528687	1.52930299653265e-25	1.34464032089283e-23
Clasp1	7.02390130121697	6.88994354409405	6.97276667740424	6.98642471539308	6.96825905952708	14053.0031518072	1.53129626001899e-25	1.34464032089283e-23
Rnf6	6.25310957058822	6.32406666621789	6.25843858155857	6.20162909276879	6.25931097778336	14049.2356764143	1.53423714265565e-25	1.34464032089283e-23
Usp47	7.49011927559629	7.62336823900701	7.62252413134311	7.52203663251595	7.56451206961559	14012.1943447021	1.56349687441935e-25	1.34464032089283e-23
Akr1a1	8.1105729964495	7.82305851759657	7.88842557239741	7.83263794741875	7.91367375846556	14011.2441767996	1.56425575465135e-25	1.34464032089283e-23
Pafah1b2	7.7281448495581	7.86960970740272	7.7978583600253	7.69738968113363	7.77325064952994	14006.6267562205	1.56794957887046e-25	1.34464032089283e-23
Csde1	8.62870843006137	8.8216380450847	8.76922415503687	8.59633863728908	8.703977316868	14005.042350309	1.56921935516447e-25	1.34464032089283e-23
Nono	7.58166378002172	7.43111894221841	7.47290738061408	7.41837590214962	7.47601650125095	14003.4613152289	1.570487598363e-25	1.34464032089283e-23
Dag1	6.88652768814199	6.72920325705286	6.81539793312044	6.8092172442712	6.81008653064662	13968.6154701833	1.59873834315482e-25	1.36191513302991e-23
Cyfip1	6.32274885543493	6.28250232626887	6.34052618105326	6.30863232003845	6.31360242069888	13938.0114162839	1.62402859580049e-25	1.37650705152597e-23
Ric3	6.58555749453885	6.81698738259058	6.74934161440789	6.63588384992468	6.6969425853655	13869.4704323664	1.68234044237105e-25	1.41524715566938e-23
Klhdc10	7.50765398474758	7.41741045301152	7.3835217726527	7.36895591725861	7.4193855319176	13864.6664504688	1.68651614566636e-25	1.41524715566938e-23
Rplp1	8.6938400638913	8.43352772456352	8.35358588743185	8.30993934806494	8.4477232559879	13842.9485737438	1.70554170805496e-25	1.42412732622589e-23
Ckap5	7.13961085092539	7.18214037034003	7.17321256532325	7.14662836173701	7.16039803708142	13819.6625837303	1.72621325361442e-25	1.43428763294159e-23
Myo5a	8.02511173305373	8.2339730506128	8.19089506177869	8.09762425567885	8.13690102528102	13769.3161035212	1.77189071483346e-25	1.46502356309294e-23
Immt	6.41225561202302	6.34012966758822	6.28304260076493	6.30896555144985	6.33609835795651	13757.4115543401	1.78289165232147e-25	1.4669284634003e-23
Ctbp1	7.11399102798224	6.93593787178906	6.88502629447157	6.98748628873485	6.98061037074443	13725.2113265273	1.81303987189048e-25	1.48069424527235e-23
Fbxo38	6.37883584085349	6.40350439934586	6.4914433683568	6.42267900594395	6.42411565362502	13720.8373587422	1.81717975200911e-25	1.48069424527235e-23
Arf1	8.04732187672305	7.83617714248261	7.81700461664785	7.79417795753316	7.87367039834667	13667.0664832992	1.86896326491534e-25	1.51556747064072e-23
Baz1b	7.57147547654454	7.66458209510685	7.76261584875878	7.75475837893438	7.68835794983614	13634.3990966662	1.90124388467112e-25	1.53436749295444e-23
Cd63	7.35760962443931	7.49256599473222	7.20515054831649	7.18784140916189	7.31079189416248	13608.4162519964	1.92737322136116e-25	1.54496549245956e-23
Pdpk1	6.8496471346568	6.93572950754152	6.97722948476253	6.88625688349102	6.91221575261297	13603.1732076167	1.93269531575839e-25	1.54496549245956e-23
Tmed10	7.70283818814328	7.83896082225636	7.70962642134698	7.69482283431022	7.73656206651421	13584.8379678058	1.95143913973169e-25	1.54614502804245e-23
Esyt2	6.70513432624671	6.89445426589812	6.91348806569006	6.87662029288275	6.84742423767941	13559.4401575662	1.97774618143757e-25	1.54614502804245e-23
Setd3	6.78269396419602	6.61424607479727	6.67125859794474	6.69400304591803	6.69055042071401	13559.0172192094	1.9781876694084e-25	1.54614502804245e-23
Usp9x	9.66903843128132	9.8969598316681	9.88146423782035	9.65899711064995	9.77661490285493	13557.6860436836	1.97957796211991e-25	1.54614502804245e-23
Opa1	6.65303157422176	6.80230706214218	6.70556026471081	6.65119273515687	6.70302290905791	13557.2780433418	1.9800043046017e-25	1.54614502804245e-23
Map1b	9.49257180249008	9.26275624267323	9.32138473689043	9.30538004481943	9.34552320671829	13539.1261133914	1.99907860115289e-25	1.55355405755132e-23
Uba1	8.15974588452266	7.95399628766342	7.91695384549933	7.94573688209161	7.99410822494425	13526.98300689	2.01195565162436e-25	1.55355405755132e-23
Kmt5b	6.45675147636941	6.66554256142347	6.71980705311323	6.63362674731232	6.61893195955461	13520.6073856397	2.01875445553264e-25	1.55355405755132e-23
Neo1	7.68676309011495	7.52943850891793	7.57337083707596	7.5897835876834	7.59483900594806	13513.5276489248	2.02633481153311e-25	1.55355405755132e-23
Stt3b	7.32178558039457	7.45498222816773	7.46203641880192	7.33051646494869	7.39233017307823	13499.876059572	2.04104349771035e-25	1.55647781369182e-23
Atp9b	5.86825621968531	5.8924004492549	5.898052916601	5.85788029718711	5.87914747068208	13492.9022740641	2.04860422505238e-25	1.55647781369182e-23
Lrp11	7.77562923148025	7.86952558474289	7.83954652000263	7.75785987734459	7.81064030339259	13463.8426689061	2.0804551414519e-25	1.57358909734839e-23
Rps3	9.34598339904725	8.94187655101448	9.03078383444749	8.86273960204933	9.04534584663964	13417.1590823195	2.13281186424928e-25	1.59813130020085e-23
Golgb1	8.71461290158716	8.69302878241595	8.67981921205556	8.71882480516333	8.7015714253055	13416.5425142877	2.13351333694047e-25	1.59813130020085e-23
Vps41	6.45631230651737	6.41656386802031	6.40633962771276	6.35061965886446	6.40745886527872	13396.9523144459	2.15593871023137e-25	1.59813130020085e-23
Dyrk1a	6.23721629996018	6.36239712106222	6.36028206326905	6.24290290803476	6.30069959808155	13396.4587008427	2.15650722136788e-25	1.59813130020085e-23
Rdx	7.56353787039067	7.88947461489418	7.72674885917081	7.67547693384802	7.71380956957592	13393.1892367212	2.16027708807609e-25	1.59813130020085e-23
Arhgef12	7.52297767184265	7.36965418139688	7.41260130191074	7.51814869011872	7.45584546131725	13375.4466606287	2.18086666831359e-25	1.60631782071814e-23
D5Ertd579e	6.31598594500293	6.10548581965278	6.22293563923146	6.17582225678354	6.20505741516768	13350.1592586463	2.2105994508215e-25	1.61332379904557e-23
Herc2	8.28476526906988	8.1711246775463	8.16265692536129	8.17044961544685	8.19724912185608	13341.2924831447	2.22113414824414e-25	1.61332379904557e-23
Tpt1	9.46017561024806	9.6866362302474	9.6000443106255	9.30181709812013	9.51216831231027	13337.240801517	2.22596702640922e-25	1.61332379904557e-23
Ptprk	7.51072916927701	7.54916435765692	7.4468728005519	7.38172212428297	7.4721221129422	13330.9376592136	2.23350930913579e-25	1.61332379904557e-23
Insr	6.89489132816245	6.96041234169028	6.9769305006978	7.01441463669171	6.96166220181056	13327.0269995437	2.23820340888518e-25	1.61332379904557e-23
Dync1li2	6.32097152437547	6.29813539434369	6.24442314288611	6.3074927036179	6.29275569130579	13278.4608269664	2.29744588259736e-25	1.63942060467893e-23
Rps24	8.87430407436517	8.79142636213255	8.81551236510557	8.5152718000213	8.74912865040615	13275.3622269587	2.30128588475517e-25	1.63942060467893e-23
Polr2b	6.69631959490361	6.72009611258428	6.61303520318641	6.61842837431384	6.66196982124704	13273.5241443707	2.30356722184684e-25	1.63942060467893e-23
Tsn	6.46079744580997	6.40394291739842	6.38225059367539	6.40515822046472	6.41303729433712	13263.2708671285	2.31634047111907e-25	1.63946151982839e-23
Itpr1	7.90487661034709	7.68580856905741	7.70774755358818	7.73131779458655	7.75743763189481	13257.8991793579	2.32306458314451e-25	1.63946151982839e-23
Arhgap35	7.4424160668555	7.48460098855272	7.36770393876878	7.38861807859031	7.42083476819183	13227.5695143102	2.36145030684933e-25	1.65960759690115e-23
Reep5	7.12207186323266	7.11552951215879	7.00738633666346	7.03006969468354	7.06876435168461	13201.7800065833	2.39465931637097e-25	1.67128666879193e-23
Dync2h1	7.44029691188473	7.68138763273189	7.62396593062468	7.58212169299105	7.58194304205809	13196.1305692556	2.40200494354303e-25	1.67128666879193e-23
Rplp0	9.46780633061059	8.98716629372799	8.95661207656843	8.95273320108241	9.09107947549735	13191.6919172888	2.40779427590229e-25	1.67128666879193e-23
Tm9sf2	8.1699554693244	8.4757731956024	8.31371970533897	8.21028248296096	8.29243271330668	13154.6318444822	2.45675734956827e-25	1.69828386127738e-23
Cask	7.10038787451599	7.28566097374152	7.20666919341866	7.03981659220173	7.15813365846948	13134.5986383362	2.48369681324132e-25	1.7062243452505e-23
Glyr1	6.96024532920326	6.78245423479091	6.83518052503141	6.79120925755099	6.84227233664414	13131.070776296	2.48847565620219e-25	1.7062243452505e-23
Trim44	7.28001622396257	7.21475369109788	7.25195572408961	7.16950603342743	7.22905791814437	13114.9430663212	2.51045614295562e-25	1.71432646814707e-23
Abcd3	6.10351212536509	6.38666142204232	6.29090283334623	6.21387773291712	6.24873852841769	13087.7640893349	2.54800100088588e-25	1.73294890652993e-23
Ss18	5.89164059695293	5.97828992497619	5.94644574538652	5.91423606869339	5.93265308400226	13079.0376442639	2.56019107119101e-25	1.73424669870597e-23
Psmd2	7.58499402241467	7.31768790851584	7.32476189746979	7.32620339378161	7.38841180554548	13063.2207374	2.58245569946093e-25	1.73673133910671e-23
Wdr82	6.36675790444738	6.09007356477382	6.24853265278877	6.22605988033312	6.23285600058577	13053.7000787523	2.59596379472648e-25	1.73673133910671e-23
Lyst	6.49778229212271	6.7238149792798	6.61654933730139	6.57045306319215	6.60214991797401	13050.5818623314	2.60040547373632e-25	1.73673133910671e-23
Dennd5a	6.39976380012095	6.35011702840609	6.36052215269801	6.36187888048813	6.36807046542829	13042.7504531395	2.61159900730175e-25	1.73673133910671e-23
Dync1i2	6.29554986682181	6.21810941443899	6.31272859653094	6.30424295966653	6.28265770936457	13040.1401454745	2.61534214817753e-25	1.73673133910671e-23
Rps8	8.35296178664887	7.91526595363273	7.96548741258117	7.90071056251318	8.03360642884399	13030.7961110554	2.62879155771957e-25	1.73881675310024e-23
Cplane1	6.3496919235253	6.5702768702577	6.47647500470612	6.49453969982037	6.47274587457737	12995.7842411877	2.67989195121876e-25	1.76569287270339e-23
Ipo8	6.17239384831022	6.27555017487022	6.22575487774832	6.23308439505363	6.2266958239956	12987.7946549808	2.69171094964033e-25	1.76657932247406e-23
Prune2	8.552439260227	8.59603942546277	8.72283447620537	8.60747900080432	8.61969804067486	12961.9111426628	2.7304103950156e-25	1.77428319506313e-23
Dctn4	6.4570752649954	6.58511877508796	6.56881929068933	6.50282470437948	6.52845950878804	12954.6597373093	2.74136569288412e-25	1.77428319506313e-23
Zfp275	7.08120565802592	7.19265092397804	7.175967694712	7.0215975552366	7.11785545798814	12954.6062385438	2.74144670384748e-25	1.77428319506313e-23
Ndufs1	6.3552129538042	6.34981657494324	6.3253731557706	6.17218963487702	6.30064807984877	12951.9144726237	2.74552625784951e-25	1.77428319506313e-23
Rnf14	6.59598708044957	6.6658383791569	6.54071389189143	6.57243060630523	6.59374248945078	12914.4194617354	2.80307801935794e-25	1.80456171574467e-23
Plekhb2	6.9835635358874	6.87253020278372	6.83059243441616	6.85197366589627	6.88466495974589	12905.8693377071	2.81639351365018e-25	1.80623990094059e-23
Ecpas	7.55355945891006	7.82454346079169	7.78934156783943	7.65912029389736	7.70664119535964	12878.5337244443	2.85945064992071e-25	1.82168045956975e-23
Vwa8	7.10529133149207	7.07757700869201	7.07128292854659	7.04582414120095	7.07499385248291	12876.886035956	2.86206985110561e-25	1.82168045956975e-23
Ep300	7.09113030253169	7.29669922823034	7.30517878246646	7.27030801307022	7.24082908157468	12866.5477965193	2.87856627661161e-25	1.82529238299278e-23
Man1a2	6.73084850909041	6.89132406225853	6.87192276490229	6.82429017261583	6.82959637721676	12848.180366571	2.90814266398769e-25	1.83714016155357e-23
Nalcn	7.39943147141073	7.60040764880066	7.58868639080122	7.48399975367715	7.51813131617244	12820.1376200067	2.95396941567278e-25	1.85479160190655e-23
Ywhae	7.97287477401094	7.74222990958746	7.74361491988187	7.77292455388148	7.80791103934044	12815.8787491458	2.9610008936917e-25	1.85479160190655e-23
Rps20	7.9538716926248	7.77383953690386	7.72633775667072	7.60316329369155	7.76430306997273	12805.0391062015	2.97898357903965e-25	1.85479160190655e-23
Pum1	6.629440391495	6.49920552491686	6.61224058028313	6.62258628892043	6.59086819640385	12804.3862039524	2.9800706949468e-25	1.85479160190655e-23
Acox1	6.88403129669865	6.75586588021551	6.74586122940764	6.780933050829	6.7916728642877	12796.9719123098	2.99244764626081e-25	1.85564759005445e-23
Tmed8	6.68451971674565	6.81129011956609	6.7750039950076	6.75400755222405	6.75620534588585	12780.3847347281	3.02034997019425e-25	1.86608948524786e-23
Scaf11	6.98747735407071	7.19046050473224	7.11319833109937	7.05598646899753	7.08678066472496	12769.1283126591	3.039453990396e-25	1.86617784964649e-23
Chtop	6.51103785036432	6.4745145571421	6.56642117774031	6.42447120405905	6.49411119732645	12764.6687380853	3.04706068989134e-25	1.86617784964649e-23
Rad21	7.01536709534384	7.38991493388314	7.21802913842488	7.18804055458041	7.20283793055807	12760.795302013	3.05368522263848e-25	1.86617784964649e-23
Scarb2	8.32198238824883	8.17075843950354	8.11720894479578	8.20757625410871	8.20438150666421	12717.0357586984	3.12967637165955e-25	1.89486126301355e-23
Fbxw11	6.52105952461767	6.54617166302665	6.58177173264415	6.53245371007891	6.54536415759185	12714.6386990698	3.13390087332188e-25	1.89486126301355e-23
Vps13c	6.93992628638592	7.19054768541097	7.12993921228148	7.03792274302989	7.07458398177707	12713.4128452667	3.136063790465e-25	1.89486126301355e-23
Ptpn11	7.51758512919419	7.3669659276846	7.40182655594105	7.46355571960219	7.43748333310551	12706.0062708419	3.14916832614259e-25	1.89486126301355e-23
Scaf8	6.34575330062061	6.33373755190183	6.41451012879826	6.3541797537287	6.36204518376235	12699.1551213129	3.16134573212662e-25	1.89486126301355e-23
Ppm1b	5.97638726574571	5.91282292893479	6.01027992876445	6.03367366181701	5.98329094631549	12694.6410241014	3.16939853085948e-25	1.89486126301355e-23
Lrp6	7.69693632509995	7.75354357534275	7.81169545936466	7.72453691324935	7.74667806826418	12686.4023957801	3.18415594916026e-25	1.89486126301355e-23
Uqcrh	6.70190711382258	6.51259508475907	6.53017051008888	6.46210363545953	6.55169408603252	12682.8774786733	3.19049385602566e-25	1.89486126301355e-23
Zfp871	7.00136353669477	7.33895484857108	7.35317651712006	7.17072933368	7.21605605901648	12675.6223389064	3.20358411967033e-25	1.89595976654314e-23
Metap2	6.73094910647328	6.61755041031599	6.60085361894368	6.59352728262077	6.63572010458843	12665.3685938573	3.22218921385108e-25	1.89879316344537e-23
Maged1	9.93817108669272	9.65049389808656	9.69663460297395	9.67012037241374	9.73885499004174	12660.5983764967	3.23088657087105e-25	1.89879316344537e-23
Gabarap	7.46410250537772	7.29934070818819	7.25955000115045	7.18861119205812	7.30290110169362	12644.6456294477	3.26016756634816e-25	1.90669311034387e-23
Smg1	7.35248010849975	7.62403232639295	7.65095946621302	7.58260125991597	7.55251829025542	12639.4654541259	3.26974065257349e-25	1.90669311034387e-23
Nrbp1	5.85791703351598	5.70586267018186	5.78282938602373	5.74980402507216	5.77410327869843	12634.8799299003	3.27824154858436e-25	1.90669311034387e-23
Hipk1	7.42418522093188	7.60414763220772	7.56745383096724	7.53538761470295	7.53279357470245	12619.1696194806	3.30755774902839e-25	1.91252767641769e-23
Tnks	7.1109978217943	7.24110662255613	7.19642155394957	7.25301852768131	7.20038613149533	12612.4891280749	3.32011432570189e-25	1.91252767641769e-23
Itgb1	8.56364326884007	8.78395971991684	8.71247961613124	8.54074501049899	8.65020690384678	12608.6768809492	3.32730412591353e-25	1.91252767641769e-23
Pak2	6.67915469357297	6.70808649101045	6.74359572516771	6.68920013988803	6.70500926240979	12605.3312062836	3.33362860536433e-25	1.91252767641769e-23
Kif21a	6.77763748645128	6.84463544892568	6.90483215825483	6.7757625156142	6.8257169023115	12593.335558806	3.35641741029546e-25	1.91907432065944e-23
Angel2	5.57563502499281	5.60181452388403	5.61101773202837	5.39620659026474	5.54616846779249	12547.5890502624	3.44496928439335e-25	1.95483174698809e-23
Rpl6	8.63652416853398	8.22786968974221	8.30661694120544	8.29184779484381	8.36571464858136	12546.5948088397	3.4469231947944e-25	1.95483174698809e-23
Pik3ca	6.42140890318938	6.62015805221113	6.61591922157943	6.50070330702457	6.53954737100113	12534.7896556664	3.47021979672791e-25	1.95483174698809e-23
Rps17	8.29193625776694	8.11890837998305	8.14205605447134	7.87432143147676	8.10680553092452	12532.4144267667	3.47492879232275e-25	1.95483174698809e-23
2610507B11Rik	7.28082429092438	7.1302399386139	7.12683869079185	7.19089962426723	7.18220063614934	12528.6894131475	3.48232846949422e-25	1.95483174698809e-23
Brox	5.77059584129171	5.74135570086725	5.73891862407791	5.7240961976884	5.74374159098132	12525.5923380695	3.48849443198799e-25	1.95483174698809e-23
